student_id,student_first_name,student_last_name,student_gender,student_geo_latitude,student_geo_longitude,student_travel_time_minutes,student_travel_distance_km,student_future_school_id,student_class_id
1256,Blanka,Balik,F,52.213,20.856,28,7.83,7,42
1257,Adam,Droździk,M,52.275,21.036,34,5.54,5,42
1258,Rozalia,Kabala,F,52.186,21.043,33,2.86,7,42
1259,Agnieszka,Frukacz,F,52.265,20.674,30,19.57,1,42
1260,Dawid,Siemieniec,M,52.276,20.985,24,4.55,8,42
1261,Jerzy,Wandzel,M,52.251,20.979,23,3.58,1,43
1262,Rafał,Kursa,M,52.26,21.132,31,9.63,6,43
1263,Franciszek,Matacz,M,52.155,21.159,20,10.21,13,43
1264,Olaf,Żmija,M,52.025,21.193,21,18.41,12,43
1265,Nela,Ładziak,F,52.463,20.932,24,16.53,16,43
1266,Tomasz,Szeja,M,52.327,20.949,24,8.88,20,43
1267,Sara,Grzela,F,52.122,21.275,25,17.65,15,43
1268,Adrian,Borzym,M,51.997,20.81,39,19.64,12,43
1269,Andrzej,Dzieża,M,52.28,21.102,36,9.07,6,43
1270,Ernest,Dworczak,M,52.163,21.122,39,7.94,1,43
1271,Jakub,Buksa,M,52.226,21.036,35,3.11,4,43
1272,Sylwia,Gwara,F,52.231,21.144,34,8.75,4,43
1273,Lidia,Kraszkiewicz,F,52.268,20.921,27,7.38,14,43
1274,Olga,Romejko,F,52.292,21.336,32,21.38,20,43
1275,Iwo,Ludwiniak,M,52.315,21.132,24,12.36,11,43
1276,Stanisław,Zybura,M,52.133,21.199,24,13.29,2,43
1277,Angelika,Pytko,F,52.052,20.816,31,16.56,19,43
1278,Fabian,Hadam,M,52.341,21.112,28,12.65,15,43
1279,Patryk,Kołak,M,52.16,21.125,20,8.28,1,43
1280,Marcin,Cetera,M,52.222,21.347,24,18.48,14,43
1281,Paweł,Kosiec,M,52.174,20.828,24,9.91,9,43
1282,Maks,Foremniak,M,52.273,21.175,32,12.37,18,43
1283,Nataniel,Broszkiewicz,M,52.224,21.14,24,8.22,15,43
1284,Ewelina,Baum,F,52.146,20.812,27,12.07,19,43
1285,Jerzy,Indyk,M,52.245,21.054,23,4.95,1,43
1286,Mateusz,Lampart,M,52.291,21.188,25,13.94,2,43
1287,Leon,Gabryelczyk,M,52.187,21.079,24,4.63,16,43
1288,Marika,Hanas,F,52.066,21.01,26,7.19,11,43
1289,Dagmara,Miśko,F,52.014,21.034,21,11.0,20,43
1290,Michał,Pałgan,M,52.172,21.113,31,7.01,15,43
1291,Sylwia,Glazer,F,52.106,21.022,32,5.76,11,44
1292,Mariusz,Burzawa,M,52.101,21.081,25,8.99,9,44
1293,Marcelina,Powała,F,51.974,20.921,24,15.23,19,44
1294,Patryk,Bulak,M,52.18,20.906,35,5.72,13,44
1295,Arkadiusz,Makurat,M,52.2,21.177,20,8.89,8,44
1296,Tola,Antoszczyk,F,52.053,21.124,38,13.52,3,44
1297,Rafał,Kochman,M,52.269,21.014,22,4.15,12,44
1298,Wiktor,Kycia,M,52.136,21.103,35,8.36,20,44
1299,Marika,Szafarz,F,52.163,21.08,24,5.83,3,44
1300,Maurycy,Subocz,M,52.121,21.119,21,9.88,4,44
1301,Jeremi,Dulik,M,52.215,20.92,34,4.75,8,44
1302,Tadeusz,Chomiuk,M,52.286,20.856,32,11.49,9,44
1303,Kazimierz,Ciarka,M,52.183,21.046,23,3.15,6,44
1304,Marianna,Wujek,F,52.346,20.997,37,7.46,19,44
1305,Tymoteusz,Linke,M,52.101,21.166,35,13.22,7,44
1306,Ignacy,Smela,M,52.252,21.189,31,12.02,11,44
1307,Eliza,Kopa,F,52.222,20.976,22,2.32,12,44
1308,Albert,Teodorowicz,M,52.196,20.821,24,9.16,10,44
1309,Konrad,Batóg,M,52.233,21.171,23,10.21,9,44
1310,Ida,Gamrat,F,52.297,20.91,29,9.35,14,44
1311,Szymon,Kiełek,M,52.237,21.44,29,23.83,17,44
1312,Marcin,Dryka,M,52.263,20.946,27,5.86,3,44
1313,Sonia,Feliniak,F,52.281,21.131,25,10.59,18,44
1314,Andrzej,Dawidczyk,M,52.589,20.95,36,21.92,3,44
1315,Ida,Bondaruk,F,52.21,20.822,28,9.36,5,44
1316,Mateusz,Łokaj,M,52.116,20.729,20,17.75,19,44
1317,Damian,Chabior,M,52.219,20.781,35,11.89,15,44
1318,Cezary,Dyszy,M,52.111,21.08,24,8.48,1,44
1319,Hubert,Madura,M,52.2,20.624,34,18.79,14,44
1320,Hubert,Śledzik,M,52.251,21.156,29,10.36,7,44
1321,Urszula,Zieniewicz,F,52.173,21.118,36,7.27,9,45
1322,Paweł,Zbrożek,M,52.156,21.173,20,10.86,8,45
1323,Angelika,Pochopień,F,52.211,20.809,24,10.1,12,45
1324,Mikołaj,Folga,M,52.167,20.993,37,2.0,13,45
1325,Sandra,Fita,F,52.203,21.021,21,1.2,11,45
1326,Witold,Sadoch,M,52.164,21.163,20,9.98,8,45
1327,Aurelia,Drobny,F,51.995,20.897,24,15.37,5,45
1328,Błażej,Iskierka,M,52.078,20.953,22,8.44,18,45
1329,Tomasz,Cukier,M,52.36,21.249,27,20.43,17,45
1330,Kazimierz,Grupa,M,52.096,21.061,22,8.24,9,45
1331,Tadeusz,Cebulak,M,52.136,20.56,34,25.18,12,45
1332,Dariusz,Ćwirko,M,52.111,20.93,33,7.95,1,45
1333,Borys,Porwoł,M,52.291,21.002,34,4.65,15,45
1334,Sylwia,Związek,F,52.278,20.697,38,19.04,20,45
1335,Liwia,Potaczek,F,52.093,21.338,20,22.22,8,45
1336,Sandra,Zarzeczna,F,52.35,20.456,29,34.7,15,45
1337,Fryderyk,Komisarczyk,M,52.293,21.07,26,8.15,10,45
1338,Kacper,Łągiewka,M,52.069,21.139,29,13.54,1,45
1339,Ryszard,Strójwąs,M,52.235,21.073,20,5.43,15,45
1340,Olaf,Maksym,M,52.238,21.014,24,2.57,4,45
1341,Fabian,Gwara,M,52.092,20.817,36,14.56,11,45
1342,Paweł,Bastek,M,52.187,21.464,28,23.85,14,45
1343,Witold,Olszowa,M,52.266,20.765,35,15.05,13,45
1344,Robert,Kochel,M,52.313,20.889,40,11.21,4,45
1345,Dorota,Syldatk,F,52.151,21.019,23,3.4,6,45
1346,Ignacy,Łokaj,M,52.364,21.319,31,24.14,3,45
1347,Olgierd,Lepianka,M,52.242,21.149,21,9.56,6,45
1348,Róża,Łój,F,52.296,21.177,33,13.64,9,45
1349,Robert,Fogiel,M,52.217,20.763,28,12.69,3,45
1350,Kacper,Łukowiak,M,52.201,20.686,36,15.76,18,45
1351,Patryk,Sołtysek,M,52.136,20.928,37,6.81,7,46
1352,Jeremi,Kudlak,M,52.033,21.041,30,10.4,16,46
1353,Julian,Broncel,M,52.102,20.625,21,23.65,1,46
1354,Bianka,Sobieszczyk,F,52.1,20.903,29,9.8,7,46
1355,Mikołaj,Jeka,M,52.271,21.046,29,5.85,12,46
1356,Stefan,Maruszczyk,M,52.122,20.659,25,20.93,8,46
1357,Olgierd,Bochnak,M,52.215,21.055,23,3.48,16,46
1358,Albert,Trepka,M,52.178,21.003,28,1.23,17,46
1359,Krystyna,Pogorzelec,F,52.308,20.853,33,12.76,12,46
1360,Nataniel,Bazyluk,M,52.294,20.974,37,5.98,19,46
1361,Lidia,Mszyca,F,52.081,21.075,33,9.69,18,46
1362,Norbert,Działak,M,52.305,21.26,22,18.28,14,46
1363,Roksana,Makoś,F,52.174,20.843,40,9.14,19,46
1364,Aleksander,Elias,M,52.103,20.837,27,13.01,3,46
1365,Leonard,Piskor,M,52.225,21.105,20,6.51,14,46
1366,Ignacy,Rup,M,52.12,21.191,22,13.52,6,46
1367,Arkadiusz,Chodak,M,52.289,20.937,33,7.62,15,46
1368,Maksymilian,Hinca,M,52.041,20.953,36,10.27,2,46
1369,Kamila,Herok,F,52.431,20.866,35,18.28,9,46
1370,Nela,Juroszek,F,52.269,20.996,28,3.64,16,46
1371,Krystian,Zach,M,52.316,20.987,27,6.46,3,46
1372,Daniel,Bytner,M,52.08,21.188,24,15.42,18,46
1373,Igor,Drobik,M,52.386,20.993,24,9.61,3,46
1374,Artur,Jasnoch,M,52.333,20.696,27,21.84,8,46
1375,Marcin,Rapa,M,52.092,21.006,23,5.67,16,46
1376,Jeremi,Baszak,M,52.189,20.901,33,5.52,19,46
1377,Marika,Malara,F,52.315,20.849,32,13.3,2,46
1378,Aurelia,Darłak,F,52.245,21.4,32,22.25,9,46
1379,Natan,Kamyszek,M,52.295,20.529,27,28.29,4,46
1380,Fabian,Sinkiewicz,M,52.132,21.001,30,3.44,8,46
1381,Kornel,Indyk,M,52.156,21.296,35,17.01,5,47
1382,Mateusz,Nazimek,M,52.187,21.118,37,6.51,16,47
1383,Olgierd,Kroll,M,52.054,20.888,36,12.91,5,47
1384,Róża,Jaszczyszyn,F,52.351,21.046,34,9.85,15,47
1385,Tymon,Bakalarczyk,M,52.033,21.132,37,14.94,11,47
1386,Alan,Sopata,M,52.154,21.073,23,5.95,9,47
1387,Marika,Dziechciarz,F,52.29,21.026,37,5.8,17,47
1388,Inga,Otremba,F,52.217,21.256,28,13.63,16,47
1389,Tymoteusz,Szczerek,M,52.116,20.842,36,12.06,18,47
1390,Mateusz,Pacyga,M,52.324,21.389,40,25.63,12,47
1391,Juliusz,Sapeta,M,52.322,20.891,39,11.54,10,47
1392,Adam,Tofil,M,52.153,21.18,24,11.37,1,47
1393,Kornelia,Serzysko,F,52.172,21.289,34,15.84,16,47
1394,Maksymilian,Kręcisz,M,52.142,21.009,35,3.33,10,47
1395,Marcin,Balcewicz,M,52.149,20.703,35,17.43,19,47
1396,Olga,Dunal,F,52.285,21.159,25,12.19,15,47
1397,Wiktor,Grunt,M,52.159,21.02,28,3.05,20,47
1398,Elżbieta,Adamów,F,52.074,20.912,24,10.69,8,47
1399,Urszula,Krzyk,F,52.199,20.63,30,18.57,20,47
1400,Wojciech,Kamyk,M,52.321,21.012,34,6.66,6,47
1401,Eliza,Miodek,F,52.318,20.944,36,8.73,7,47
1402,Dagmara,Kunysz,F,52.214,20.941,40,3.66,7,47
1403,Olga,Białous,F,52.072,21.357,25,24.28,12,47
1404,Liwia,Szumna,F,52.226,20.923,21,5.17,13,47
1405,Cezary,Kalista,M,52.21,21.139,23,7.45,10,47
1406,Antoni,Cyrek,M,52.111,20.808,29,14.05,5,47
1407,Konstanty,Krokosz,M,52.233,20.98,35,2.65,7,47
1408,Jerzy,Orzeszek,M,52.261,21.008,25,3.43,2,47
1409,Apolonia,Kulis,F,52.202,20.81,32,9.59,12,47
1410,Ksawery,Nalazek,M,52.161,21.273,27,15.63,16,47
1411,Angelika,Prażuch,F,52.322,21.14,20,13.1,18,48
1412,Fabian,Froń,M,52.204,20.85,40,7.71,18,48
1413,Dagmara,Bryzek,F,52.129,20.989,36,4.09,19,48
1414,Karina,Kozon,F,52.326,21.036,33,8.13,6,48
1415,Rafał,Biesaga,M,52.285,20.895,33,9.52,14,48
1416,Alex,Doroba,M,52.279,21.109,24,9.38,18,48
1417,Wojciech,Ciesielka,M,52.056,20.768,23,18.81,7,48
1418,Julita,Maślankiewicz,F,52.295,21.241,39,16.78,6,48
1419,Łukasz,Kolarczyk,M,51.97,21.139,28,18.46,11,48
1420,Leon,Kozdroń,M,52.261,20.964,24,4.85,6,48
1421,Cezary,Damian,M,52.083,20.695,22,21.09,12,48
1422,Andrzej,Wenzel,M,52.175,20.744,31,14.04,6,48
1423,Olaf,Siemieńczuk,M,51.985,21.199,20,20.66,4,48
1424,Grzegorz,Morka,M,52.233,21.008,28,2.09,1,48
1425,Inga,Pokrzywa,F,52.147,21.698,36,37.53,8,48
1426,Mateusz,Przerwa,M,52.19,20.89,25,6.02,1,48
1427,Tymon,Jeżyna,M,52.221,21.24,33,13.01,20,48
1428,Paweł,Protasiuk,M,52.126,20.649,35,21.23,10,48
1429,Ksawery,Matraszek,M,51.908,20.972,33,15.99,9,48
1430,Tomasz,Sieg,M,52.15,21.02,26,3.53,20,48
1431,Sebastian,Kij,M,52.263,20.995,24,3.36,9,48
1432,Maks,Politowicz,M,52.205,21.151,36,7.81,15,48
1433,Anastazja,Gajowiak,F,52.226,20.877,35,7.46,7,48
1434,Konstanty,Drzał,M,52.093,21.018,23,6.25,15,48
1435,Maks,Samiec,M,52.209,20.855,21,7.72,12,48
1436,Leonard,Drewicz,M,52.223,20.953,35,3.48,17,48
1437,Bartek,Galon,M,52.276,20.813,29,13.14,7,48
1438,Tymon,Serwa,M,52.116,21.319,34,20.16,12,48
1439,Aniela,Majczyna,F,52.151,21.215,30,13.21,4,48
1440,Ewa,Oczko,F,52.242,20.998,30,2.19,6,48
1441,Ignacy,Marach,M,52.213,21.283,33,14.77,5,49
1442,Sandra,Urynowicz,F,52.117,20.946,38,6.85,13,49
1443,Artur,Roskosz,M,52.178,20.931,39,4.52,12,49
1444,Blanka,Usarek,F,52.108,21.022,23,5.66,13,49
1445,Filip,Gosik,M,52.346,20.693,20,22.64,14,49
1446,Mateusz,Sochaj,M,52.272,20.877,24,9.77,18,49
1447,Alex,Pyszka,M,52.21,20.977,25,1.67,2,49
1448,Róża,Parafiniuk,F,52.153,21.242,36,14.41,1,49
1449,Apolonia,Szajna,F,52.253,20.891,25,8.11,2,49
1450,Karol,Dziób,M,52.084,21.148,28,13.22,2,49
1451,Igor,Rodzeń,M,52.335,20.958,27,8.86,14,49
1452,Iwo,Gendek,M,52.291,20.918,33,8.68,7,49
1453,Janina,Reiter,F,52.154,20.98,30,3.31,2,49
1454,Melania,Barłóg,F,52.272,20.955,20,5.82,6,49
1455,Julita,Buława,F,52.358,21.126,32,14.2,7,49
1456,Kamila,Malcharek,F,52.328,20.795,28,16.64,15,49
1457,Marika,Chachaj,F,52.129,21.059,38,6.5,10,49
1458,Ksawery,Kolanek,M,52.058,20.521,31,31.02,5,49
1459,Dorota,Bartoszak,F,52.425,20.898,35,16.35,3,49
1460,Tymon,Gładka,M,52.155,21.148,21,9.63,17,49
1461,Sonia,Łacina,F,52.181,21.001,30,1.0,16,49
1462,Sandra,Srokosz,F,52.269,20.98,35,4.47,12,49
1463,Maciej,Majtczak,M,52.192,21.1,35,5.41,19,49
1464,Sara,Machoń,F,52.187,20.949,20,3.21,20,49
1465,Franciszek,Pasierbek,M,52.168,21.375,32,20.33,15,49
1466,Jakub,Surdyk,M,52.314,21.365,33,23.94,19,49
1467,Kaja,Mućka,F,52.139,20.913,27,7.4,9,49
1468,Kamila,Trochim,F,52.332,21.079,33,10.57,12,49
1469,Aleks,Chalimoniuk,M,52.31,20.697,28,20.65,16,49
1470,Monika,Noras,F,52.02,21.513,22,34.66,19,49
1471,Maciej,Zacharczuk,M,52.356,21.159,20,15.79,16,50
1472,Ida,Drobisz,F,52.144,21.06,32,5.83,5,50
1473,Aurelia,Szylar,F,52.186,20.839,27,8.74,16,50
1474,Kamila,Simon,F,52.345,21.104,31,12.45,18,50
1475,Nela,Łyczak,F,52.181,20.892,24,6.38,12,50
1476,Julian,Kubiaczyk,M,52.076,21.182,30,15.31,7,50
1477,Leon,Zimoląg,M,52.14,21.045,38,5.28,1,50
1478,Jacek,Bek,M,52.295,21.131,21,11.33,16,50
1479,Artur,Mzyk,M,52.334,20.711,40,21.14,18,50
1480,Marcel,Rycerz,M,52.274,21.126,38,9.99,20,50
1481,Jan,Eckert,M,52.2,20.962,35,1.9,15,50
1482,Rafał,Jaśkowiec,M,52.229,20.92,34,5.46,20,50
1483,Krystyna,Kaliciak,F,52.11,20.963,35,6.35,14,50
1484,Tobiasz,Lemke,M,52.233,21.03,30,3.18,9,50
1485,Eliza,Hein,F,52.264,21.169,20,11.64,18,50
1486,Sylwia,Dzika,F,51.999,21.018,25,10.91,18,50
1487,Marcin,Tałaj,M,52.316,21.237,31,17.66,1,50
1488,Sara,Tatarczyk,F,52.421,20.9,31,16.03,2,50
1489,Fryderyk,Mikita,M,52.135,20.869,21,9.84,7,50
1490,Tymoteusz,Miszkiewicz,M,52.339,21.19,27,16.46,20,50
1491,Liwia,Kurpisz,F,52.06,20.664,34,23.82,4,50
1492,Paweł,Hajduga,M,52.053,21.041,29,9.44,18,50
1493,Elżbieta,Judek,F,52.266,20.928,25,6.92,18,50
1494,Daniel,Rejmak,M,52.202,20.786,39,10.82,17,50
1495,Patryk,Łaszczyk,M,52.155,20.737,38,15.42,17,50
1496,Oliwier,Śnieg,M,52.175,21.143,33,8.39,7,50
1497,Tymoteusz,Mularz,M,52.222,20.971,30,2.53,8,50
1498,Olga,Sycz,F,52.136,21.169,37,11.63,5,50
1499,Lidia,Łosiak,F,52.147,21.015,30,3.38,9,50
1500,Wojciech,Ludwik,M,52.132,21.013,23,4.05,19,50
1501,Aurelia,Bugla,F,52.233,20.834,29,9.94,2,51
1502,Krystian,Kosidło,M,52.166,20.992,25,2.09,1,51
1503,Juliusz,Wiese,M,52.14,21.293,39,17.64,20,51
1504,pani,Anna,M,52.288,21.231,29,15.91,17,51
1505,Kacper,Nalewajko,M,52.356,20.718,32,21.87,18,51
1506,Sylwia,Job,F,52.276,20.969,39,5.36,8,51
1507,Tadeusz,Pacyga,M,52.048,20.994,25,7.89,14,51
1508,Kamil,Elwart,M,52.196,21.071,29,3.74,14,51
1509,Eliza,Strzelczak,F,52.388,20.977,37,10.6,10,51
1510,Patryk,Dadej,M,52.191,21.065,38,3.74,9,51
1511,Cezary,Prokurat,M,52.251,21.236,29,14.31,14,51
1512,Franciszek,Roczniak,M,52.229,20.985,37,2.17,1,51
1513,Olga,Megger,F,52.144,20.615,28,22.08,9,51
1514,Maksymilian,Rochowiak,M,52.116,20.853,21,11.55,11,51
1515,Justyna,Brachman,F,52.035,20.609,33,27.79,7,51
1516,Julita,Rysz,F,52.049,20.986,30,8.23,12,51
1517,Kaja,Maszkiewicz,F,52.057,20.883,36,12.98,14,51
1518,Tymon,Wałęsa,M,52.291,20.848,32,12.17,17,51
1519,Melania,Ropiak,F,52.176,20.939,40,4.28,16,51
1520,Ida,Staśko,F,52.138,20.853,38,10.46,20,51
1521,Sylwia,Uzar,F,52.133,20.776,27,14.51,11,51
1522,Albert,Andrzejuk,M,52.11,20.999,22,4.53,1,51
1523,Jeremi,Gumuła,M,52.326,21.106,25,11.57,16,51
1524,Angelika,Kapral,F,52.277,20.667,27,20.49,13,51
1525,Nikodem,Sibiga,M,52.32,20.865,37,12.75,10,51
1526,Oskar,Graś,M,52.269,21.296,30,18.27,18,51
1527,Grzegorz,Stebel,M,52.281,20.99,37,4.54,4,51
1528,Gaja,Thiel,F,52.242,21.218,40,12.97,8,51
1529,Marek,Dułak,M,52.024,20.916,35,13.0,2,51
1530,Alan,Andruszko,M,52.187,20.935,33,3.91,17,51
1531,Kamila,Sot,F,51.923,20.862,40,20.74,2,52
1532,Dominik,Armata,M,52.145,20.583,32,23.6,20,52
1533,Emil,Plewnia,M,52.154,20.85,26,9.79,16,52
1534,Fryderyk,Boruń,M,52.255,20.994,21,3.05,12,52
1535,Dominik,Dąbrowicz,M,52.335,21.056,32,9.55,7,52
1536,Rozalia,Sommerfeld,F,51.913,21.187,33,23.74,20,52
1537,Apolonia,Denkiewicz,F,52.166,20.882,39,7.6,5,52
1538,Fryderyk,Mordak,M,52.002,20.919,31,13.96,16,52
1539,Kaja,Świerkot,F,52.245,20.99,32,2.75,14,52
1540,Borys,Truchan,M,52.211,21.022,23,1.63,14,52
1541,Ernest,Wlizło,M,52.074,20.82,32,15.29,4,52
1542,Jerzy,Bisaga,M,52.266,20.944,32,6.12,11,52
1543,Ida,Olas,F,52.303,21.084,23,9.36,4,52
1544,Ernest,Chołody,M,52.257,20.717,31,17.04,3,52
1545,Robert,Miszkiel,M,52.182,21.211,30,11.45,12,52
1546,Marcelina,Trojanowicz,F,52.103,20.69,36,20.37,19,52
1547,Ewelina,Kopyść,F,52.291,20.922,33,8.44,14,52
1548,Kornelia,Jankowicz,F,52.381,21.12,23,15.08,11,52
1549,Tomasz,Mokwa,M,52.096,20.794,20,15.51,20,52
1550,Tadeusz,Stelmasiak,M,52.396,21.1,24,14.79,17,52
1551,Jerzy,Kosman,M,52.075,20.783,29,17.09,4,52
1552,Liwia,Roszko,F,51.976,21.198,23,21.09,19,52
1553,Mariusz,Bakiera,M,52.364,21.299,35,23.11,2,52
1554,Aleksander,Saran,M,52.078,20.634,40,24.41,13,52
1555,Oliwier,Łabuś,M,52.25,20.989,33,3.05,19,52
1556,Malwina,Klekot,F,52.006,20.809,24,19.26,1,52
1557,Fryderyk,Bryczek,M,52.101,20.631,25,23.4,20,52
1558,Ignacy,Ciepła,M,52.299,21.233,27,16.61,16,52
1559,Robert,Wałęsa,M,52.248,20.924,39,6.19,8,52
1560,Marcelina,Cabała,F,52.33,20.843,37,14.35,16,52
1561,Julita,Rycerz,F,52.282,21.013,34,4.74,19,53
1562,Aurelia,Gajowiak,F,52.059,21.099,31,12.02,9,53
1563,Ewa,Banek,F,52.274,20.703,39,18.52,16,53
1564,Malwina,Kazimierczyk,F,52.178,21.064,25,4.32,11,53
1565,Justyna,Kaszkowiak,F,52.488,20.96,24,16.44,20,53
1566,Dawid,Dziadkiewicz,M,52.205,20.797,39,10.37,9,53
1567,Emil,Lizurej,M,52.123,20.766,25,15.56,14,53
1568,Kacper,Jakoniuk,M,52.273,21.073,29,7.32,10,53
1569,Roksana,Wichary,F,52.133,21.016,35,4.15,1,53
1570,Roksana,Lejman,F,52.221,21.185,28,10.31,20,53
1571,Dariusz,Krekora,M,52.262,20.975,29,4.35,18,53
1572,Jędrzej,Gustaw,M,52.076,21.216,35,16.98,2,53
1573,Nataniel,Kozdrój,M,52.285,21.181,32,13.31,14,53
1574,Kamila,Franiak,F,52.082,20.994,36,6.17,19,53
1575,Ryszard,Potoczna,M,52.25,20.97,21,4.0,3,53
1576,Fryderyk,Potaczek,M,52.135,20.757,23,15.37,3,53
1577,Justyna,Jarczyk,F,52.296,20.903,20,9.66,14,53
1578,Eryk,Denkiewicz,M,52.067,21.133,30,13.3,15,53
1579,Przemysław,Twardosz,M,52.29,21.023,40,5.65,7,53
1580,Ignacy,Proć,M,52.122,20.79,31,14.39,14,53
1581,Tymoteusz,Niedbał,M,52.099,20.926,27,8.74,10,53
1582,Hubert,Kliszcz,M,52.268,21.086,32,7.71,1,53
1583,Ewa,Szuta,F,52.375,21.12,40,14.76,10,53
1584,Leonard,Orkisz,M,52.074,20.8,30,16.3,11,53
1585,Alex,Katana,M,51.969,20.869,24,18.08,11,53
1586,Maks,Lampart,M,52.158,20.718,37,16.21,19,53
1587,Fabian,Ciochoń,M,52.329,20.971,24,7.93,5,53
1588,Mateusz,Wardzała,M,52.137,21.093,37,7.79,17,53
1589,Kornel,Kazek,M,52.126,21.093,26,8.39,17,53
1590,Lidia,Swatek,F,52.184,20.943,28,3.67,16,53
1591,Aleks,Surdel,M,52.407,20.919,21,14.41,15,54
1592,Tola,Trybała,F,52.2,21.069,28,3.45,9,54
1593,Maksymilian,Kandzia,M,52.198,21.138,32,6.97,14,54
1594,Kajetan,Michalkiewicz,M,52.238,20.717,38,16.01,19,54
1595,Liwia,Baranowicz,F,52.223,20.868,21,7.72,1,54
1596,Fryderyk,Tarasek,M,52.253,20.729,38,16.2,19,54
1597,Filip,Ankiewicz,M,52.391,20.793,28,19.9,2,54
1598,Arkadiusz,Dziadkowiec,M,52.076,21.038,35,8.09,12,54
1599,Sandra,Gierat,F,52.085,20.699,22,20.79,1,54
1600,Maciej,Wyroślak,M,52.195,21.207,36,10.56,12,54
1601,Sara,Prejs,F,52.176,21.126,22,7.46,6,54
1602,Eryk,Dorobisz,M,52.327,20.945,21,9.08,10,54
1603,Ksawery,Świętoń,M,52.234,21.347,31,19.04,17,54
1604,Maksymilian,Sypek,M,52.326,20.709,35,20.84,11,54
1605,Marcel,Sacharczuk,M,52.286,21.225,33,15.56,20,54
1606,Aleks,Kaluga,M,52.255,20.898,20,7.84,8,54
1607,Wojciech,Dziarmaga,M,52.171,20.852,28,8.87,8,54
1608,Emil,Staniewicz,M,52.113,20.985,23,5.13,16,54
1609,Jędrzej,Jarmużek,M,52.193,20.873,33,6.69,15,54
1610,Daniel,Komperda,M,52.078,20.967,38,7.73,13,54
1611,Maurycy,Janc,M,52.133,21.008,37,3.77,17,54
1612,Maciej,Żok,M,52.297,20.695,31,20.1,18,54
1613,Marcelina,Deneka,F,52.17,21.067,27,4.85,20,54
1614,Olga,Siembab,F,52.174,21.084,28,5.53,19,54
1615,Andrzej,Białach,M,52.167,20.848,31,9.28,3,54
1616,Bianka,Kiełek,F,52.183,20.614,28,20.14,18,54
1617,Radosław,Sobiło,M,52.164,20.83,22,10.28,4,54
1618,Wiktor,Stępka,M,52.194,20.942,39,3.2,10,54
1619,Wojciech,Woszczyna,M,52.332,20.778,22,17.71,19,54
1620,Oskar,Nickel,M,52.112,21.239,25,16.39,7,54
1621,Bruno,Wołodźko,M,52.299,21.009,24,5.42,5,55
1622,Bruno,Nikołajuk,M,52.17,20.904,20,6.33,19,55
1623,Maksymilian,Tusk,M,52.203,21.131,29,6.7,7,55
1624,Stanisław,Kiełbus,M,52.122,20.805,28,13.65,18,55
1625,Gustaw,Wolańczyk,M,52.148,21.02,26,3.62,7,55
1626,Klara,Rećko,F,52.122,20.902,20,8.81,2,55
1627,Patryk,Pilich,M,52.242,20.768,26,13.67,1,55
1628,Damian,Wiszowata,M,52.08,20.825,35,14.77,8,55
1629,Stanisław,Baum,M,52.238,21.223,24,13.08,1,55
1630,Julian,Dydak,M,52.133,21.045,28,5.6,3,55
1631,Marika,Ciuk,F,52.3,21.256,36,17.83,15,55
1632,Gabriel,Słobodzian,M,52.2,20.962,35,1.9,5,55
1633,Antoni,Złotek,M,52.293,21.145,24,11.91,4,55
1634,Kornel,Siemieniec,M,52.168,21.118,33,7.5,6,55
1635,Bianka,Wawryniuk,F,52.239,20.841,33,9.9,6,55
1636,Nataniel,Kędziorek,M,52.2,20.592,29,20.43,6,55
1637,Konrad,Achtelik,M,52.189,21.127,20,6.93,10,55
1638,Aleksander,Majtyka,M,52.265,20.66,30,20.25,20,55
1639,Eliza,Drobny,F,52.251,20.806,28,12.28,7,55
1640,Fabian,Stefankiewicz,M,52.048,20.866,39,14.28,20,55
1641,Aurelia,Basaj,F,52.264,20.654,20,20.52,5,55
1642,Grzegorz,Januszko,M,52.264,20.739,27,16.23,16,55
1643,Natan,Boruc,M,52.199,21.322,33,16.14,4,55
1644,Kamila,Gryciuk,F,52.113,20.812,33,13.77,7,55
1645,Agnieszka,Mazepa,F,52.087,21.051,22,8.19,9,55
1646,Elżbieta,Łukowicz,F,52.118,21.02,37,5.13,1,55
1647,Inga,Franaszek,F,52.269,20.998,31,3.53,3,55
1648,Nela,Posmyk,F,52.25,20.878,29,8.63,1,55
1649,Adrianna,Pniak,F,52.164,20.911,35,6.28,12,55
1650,Inga,Klama,F,52.138,21.202,29,13.2,1,55
1651,Rozalia,Dzienisz,F,52.233,20.911,23,6.11,8,56
1652,Hubert,Pierz,M,52.187,20.768,21,12.22,20,56
1653,Tobiasz,Kołtuniak,M,52.116,20.942,37,7.09,18,56
1654,Olgierd,Drewa,M,52.131,21.184,25,12.65,7,56
1655,Michał,Ryszkiewicz,M,52.172,21.101,33,6.41,7,56
1656,Apolonia,Grochowina,F,52.227,20.824,28,10.15,6,56
1657,Krzysztof,Hamerla,M,52.19,21.112,22,6.12,11,56
1658,Anita,Melaniuk,F,52.236,20.977,28,2.91,7,56
1659,Karina,Dybał,F,52.092,21.301,24,20.41,13,56
1660,Bruno,Gleba,M,52.177,21.269,33,14.61,9,56
1661,Aleks,Wowra,M,52.323,21.226,39,17.44,13,56
1662,Julita,Paw,F,52.063,21.282,23,20.98,10,56
